NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,smiles_std,scaffold,split,smiles_for_qm,xtb_gap_eV,xtb_Etot_Ha
0,0,,,1,0,0,,1,,1,0,TOX26220,CC(NNC(=O)c1ccccc1)c1ccccc1,CC(NNC(=O)c1ccccc1)c1ccccc1,O=C(NNCc1ccccc1)c1ccccc1,train,CC(NNC(=O)c1ccccc1)c1ccccc1,2.708712935,-50.13264296
0,0,0,0,0,0,0,0,0,0,0,0,TOX26229,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,c1ccc(OCCOCCOc2ccccc2)cc1,valid,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,3.29460628,-81.21591847
0,,,0,0,0,0,,0,,,0,TOX26228,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,O=C1c2ccccc2C(=O)C1c1ccccc1,valid,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,1.828402362,-49.35873402
0,0,0,0,0,0,0,0,0,0,,0,TOX4337,CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=O)SCc1ccc(Cl)cc1,c1ccccc1,train,CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.89188162,-48.63827298
0,0,0,1,0,0,,0,0,0,0,,TOX4331,[TlH2+],[TlH2+],,valid,[TlH2+],2.763602567,-2.464894465
0,,0,,1,1,0,1,0,0,1,0,TOX2445,Oc1ccc(Cc2ccc(O)cc2)cc1,Oc1ccc(Cc2ccc(O)cc2)cc1,c1ccc(Cc2ccccc2)cc1,train,Oc1ccc(Cc2ccc(O)cc2)cc1,3.964528802,-42.06164491
0,0,,0,0,0,0,0,0,0,0,0,TOX4338,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,c1ccccc1,train,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.580061242,-67.28282498
0,0,0,0,0,0,0,0,0,0,0,0,TOX5326,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,c1cc[cH-]c1,c1cc[cH-]c1,train,c1cc[cH-]c1,6.042356883,-13.14988645
0,0,,0,0,0,0,0,0,0,,0,TOX7978,CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,c1ccccc1,train,CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,3.749482967,-64.60937139
0,0,0,0,,0,0,0,0,0,0,0,TOX7975,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,,valid,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,3.408898913,-76.65921337
0,0,0,0,0,0,0,0,0,0,,0,TOX7974,CC(=O)OC1CCC(C(C)(C)C)CC1,CC(=O)OC1CCC(C(C)(C)C)CC1,C1CCCCC1,train,CC(=O)OC1CCC(C(C)(C)C)CC1,4.299679448,-45.07369707
0,0,0,0,1,0,0,,0,0,,0,TOX7970,CC(C)(O)CCCC1=CCC(C=O)CC1,CC(C)(O)CCCC1=CCC(C=O)CC1,C1=CCCCC1,train,CC(C)(O)CCCC1=CCC(C=O)CC1,2.869841299,-47.15525281
0,0,1,0,0,1,0,1,1,0,0,0,TOX511,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,c1ccc(-c2ccccc2)cc1,valid,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,3.208618884,-43.95940067
0,0,0,0,0,0,0,0,0,0,0,0,TOX4051,CC(C)OP(C)(=O)OC(C)C,CC(C)OP(C)(=O)OC(C)C,,valid,CC(C)OP(C)(=O)OC(C)C,7.158391552,-38.48169614
0,,0,0,0,0,,,0,,,,TOX5328,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,train,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,0.037977261,-68.11993131
0,0,0,1,0,0,1,1,0,0,0,0,TOX4052,CC1=C(C)S(=O)(=O)CCS1(=O)=O,CC1=C(C)S(=O)(=O)CCS1(=O)=O,O=S1(=O)C=CS(=O)(=O)CC1,train,CC1=C(C)S(=O)(=O)CCS1(=O)=O,3.620505827,-40.61780241
0,0,0,0,0,0,0,0,0,0,0,0,TOX4055,COS(=O)(=O)OC,COS(=O)(=O)OC,,valid,COS(=O)(=O)OC,5.07746,-26.84329461
0,0,0,0,0,0,0,0,0,0,0,0,TOX7163,CNC,CNC,,valid,CNC,10.742674311491,-10.75111932
0,0,0,0,0,0,0,0,0,0,0,0,TOX27178,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,,valid,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,4.276623316,-90.36652306
0,0,0,0,1,0,0,0,0,0,0,0,TOX27179,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,,valid,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,4.330073124,-115.6716528
0,0,0,0,0,0,0,0,0,0,0,0,TOX27173,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],,valid,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],3.995432869,-50.57483361
0,0,1,,0,0,0,0,0,1,0,0,TOX27174,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,c1ccccc1,train,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,2.394862656,-82.49536726
0,0,0,0,0,0,0,0,0,0,0,0,TOX27176,C1=CCC(c2ccccc2)CC1,C1=CCC(c2ccccc2)CC1,C1=CCC(c2ccccc2)CC1,train,C1=CCC(c2ccccc2)CC1,4.338988257,-32.80729666
0,0,0,0,0,0,0,0,0,0,0,0,TOX27177,Cc1ccc(-c2ccccc2)cc1,Cc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,valid,Cc1ccc(-c2ccccc2)cc1,3.638410092,-33.93373798
,,,,,,,,,0,,,TOX31508,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,O=C(NCc1ccc(OCCc2coc(-c3ccccc3)n2)cc1)Oc1ccccc1,train,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,2.860217235,-110.6864759
0,0,0,0,0,0,0,0,0,0,0,0,TOX9289,CCC12COCN1COC2,CCC12COCN1COC2,C1OCN2COCC12,train,CCC12COCN1COC2,10.195710273427,-32.68410899
,,,,,,,0,,0,,,TOX31507,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,c1ccccc1,train,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,3.072690593,-51.31944041
,,,,,,,,,0,,,TOX31504,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,O=C1CN2CCOC2(c2ccccc2)c2ccccc2N1,train,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,2.954782409,-69.8100856
,,,,,,,0,,0,,,TOX31505,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,,valid,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,3.329955813,-72.31944505
,,,,,,,0,,0,,,TOX31502,COC(=O)Nc1nc2cc(C(=O)C3CC3)ccc2[nH]1,COC(=O)Nc1nc2cc(C(=O)C3CC3)ccc2[nH]1,O=C(c1ccc2[nH]cnc2c1)C1CC1,train,COC(=O)Nc1nc2cc(C(=O)C3CC3)ccc2[nH]1,2.772466966,-55.41514451
,,,,,,,1,,0,,,TOX31503,O=C1Nc2cc(Cl)ccc2Oc2ccccc21,O=C1Nc2cc(Cl)ccc2Oc2ccccc21,O=C1Nc2ccccc2Oc2ccccc21,train,O=C1Nc2cc(Cl)ccc2Oc2ccccc21,2.82115721,-47.52223095
,,,,,,,0,,0,,,TOX31500,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,O=C(Nc1ccccc1)c1ccccc1,train,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,2.876926172,-70.35757265
,,,,,,,0,,0,,,TOX31501,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1,train,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,2.413734284,-85.01403271
0,0,,0,,0,0,0,0,0,,0,TOX20776,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,train,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,2.506688424,-65.65507587
0,0,0,0,1,1,0,,0,,1,1,TOX20770,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,C=C(Cc1ccccc1)c1ccccc1,test,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,3.887048617,-56.82925471
0,0,0,0,,0,,,,0,0,0,TOX28553,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,O=C(CNC(=O)NCc1cscn1)NC(CCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,train,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,2.885277967,-148.0833423
0,0,0,0,0,0,0,,0,,0,0,TOX28552,CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,c1ccc(-c2nn[nH]n2)cc1,train,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,2.136753502,-62.24492023
0,0,1,0,,0,,0,0,0,1,,TOX28883,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1,train,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.406926049,-112.079278
0,0,0,0,0,0,0,,0,,0,0,TOX28550,O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Zn+2],O=C([O-])c1ccccc1O,c1ccccc1,train,O=C([O-])c1ccccc1O,3.324066775,-29.61442507
0,0,0,0,0,0,0,0,0,0,0,0,TOX28885,CC(=O)NC(CCC(N)=O)C(=O)O,CC(=O)NC(CCC(N)=O)C(=O)O,,valid,CC(=O)NC(CCC(N)=O)C(=O)O,3.54733686,-43.20777876
0,0,0,0,0,0,0,,0,,0,0,TOX28556,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN,,valid,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN,9.251592586,-81.99680388
0,0,0,0,0,0,0,0,0,0,0,0,TOX24858,c1ccc(-c2nnn[nH]2)cc1,c1ccc(-c2nn[nH]n2)cc1,c1ccc(-c2nn[nH]n2)cc1,train,c1ccc(-c2nn[nH]n2)cc1,3.450332361,-29.68118022
0,0,1,0,,0,0,1,0,0,,,TOX21827,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,O=C(Nc1ccccc1)C1CC1,train,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.428285749,-42.05947501
1,1,0,,1,0,0,,0,,0,0,TOX28889,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1,train,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,8.967209148,-119.864752
0,0,0,0,0,0,0,,0,,0,0,TOX28888,O=P([O-])([O-])OC(CO)CO,O=P([O-])([O-])OC(CO)CO,,valid,O=P([O-])([O-])OC(CO)CO,0.03054696,-36.80652243
0,0,0,0,0,0,0,,0,,0,0,TOX28559,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,c1ccc(CCNCCCOc2ccccc2)cc1,train,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,3.684775313,-75.73846384
0,0,,0,0,0,0,0,0,0,0,0,TOX24679,CCCCCCCCP(=O)(O)O,CCCCCCCCP(=O)(O)O,,valid,CCCCCCCCP(=O)(O)O,7.229852016,-41.64089788
0,0,,1,0,0,0,0,0,0,0,0,TOX24852,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1,train,c1cc(CCCc2ccncc2)ccn1,2.882431854,-40.78770914
0,,0,,0,0,1,,0,,,,TOX24851,C=CC(=O)OCC(O)COc1ccccc1,C=CC(=O)OCC(O)COc1ccccc1,c1ccccc1,train,C=CC(=O)OCC(O)COc1ccccc1,2.632154778,-49.04138032
,,,,,,,1,,0,,,TOX31641,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1)CC(=O)CC4,O=C1CCC2=C(CCC3C2CCC2C(OC(=O)CCC4CCCCC4)CCC23)C1,train,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1)CC(=O)CC4,3.346251444,-90.48551549
,,,,,,,,,0,,,TOX31640,CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,C(=Cc1ccccc1)CNCCc1ccccc1,train,CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,2.649312571,-59.33216171
,,,,,,,,,0,,,TOX31643,Clc1ccc2c(c1)Nc1ccccc1S2,Clc1ccc2c(c1)Nc1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,valid,Clc1ccc2c(c1)Nc1ccccc1S2,2.732591946,-40.49237275
,,,,,,,0,,0,,,TOX31642,Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,O=c1ccn2c3c(cccc13)CCC2,train,Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,2.169699475,-59.14369509
,,,,,,,0,,0,,,TOX31645,COCCOCC(OC)OC,COCCOCC(OC)OC,,valid,COCCOCC(OC)OC,10.501828886161,-39.36332434
,,,,,,,0,,0,,,TOX31644,c1ccc(N2CCNCC2)cc1,c1ccc(N2CCNCC2)cc1,c1ccc(N2CCNCC2)cc1,train,c1ccc(N2CCNCC2)cc1,3.304538812,-34.37406773
,,,,,,,1,,0,,,TOX31646,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C(C)=O)[C@@]4(C)CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1=CC2CCC3C4CCCCC4=CCC3C2C1,train,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,2.795577777,-77.7887925
0,0,0,0,0,0,0,0,0,0,0,0,TOX28777,CN(C)C(=O)CNC(=O)Cc1ccccc1,CN(C)C(=O)CNC(=O)Cc1ccccc1,c1ccccc1,train,CN(C)C(=O)CNC(=O)Cc1ccccc1,3.98689189,-47.81482526
0,0,0,,,0,0,0,0,0,0,0,TOX28776,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,O=C(CN1CCCCC1)Nc1ccccc1,train,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,1.906798028,-63.52440815
0,0,0,,,0,,0,0,0,,0,TOX28775,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,c1ccc(CCNCCOC(c2ccccc2)c2ccccc2)cc1,train,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,3.069684568,-79.31753106
0,0,0,0,,0,0,1,0,0,0,0,TOX28774,CC(=O)O[C@@H]1C(=O)O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@@H]12,CC(=O)OC1C(=O)O[C@H]2C(OC(C)=O)C(=O)O[C@@H]12,O=C1CC2OC(=O)CC2O1,valid,CC(=O)OC1C(=O)O[C@H]2C(OC(C)=O)C(=O)O[C@@H]12,3.507629368,-59.04165862
0,0,0,,0,0,0,0,0,0,0,0,TOX28773,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@H]4F)c3c2Cl)CC12CC2,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@H]4F)c3c2Cl)CC12CC2,O=c1ccn(C2CC2)c2cc(N3CCC4(CC4)C3)ccc12,train,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@H]4F)c3c2Cl)CC12CC2,1.9865048,-84.77996209
0,0,1,,,0,,,0,0,0,0,TOX28772,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccccc31)CC2,train,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,3.000825532,-98.16655024
0,0,0,0,0,0,0,,0,0,0,0,TOX28771,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,O=C1CC2OCC(CSc3nnn[nH]3)=CN12,train,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,1.877503303,-103.1391676
0,0,0,0,0,0,0,0,0,0,0,0,TOX28770,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,O=S(=O)(NCC1CCCO1)c1ccccc1,train,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.011605251,-74.68681383
0,0,0,0,1,0,0,0,0,0,,0,TOX28779,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,c1ccccc1,train,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,2.332195908,-64.47287662
1,0,,,0,0,0,0,1,0,0,0,TOX28778,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,c1ccc2c(c1)Cc1cccnc1O2,train,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,3.029320296,-76.17367227
0,0,0,,0,,0,1,0,0,0,0,TOX6202,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,c1ccccc1,train,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,1.957213451,-38.4398276
0,0,0,0,0,0,0,1,0,0,0,0,TOX6203,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,c1ccccc1,train,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,1.943874228,-38.44315223
0,0,0,0,0,0,0,0,0,0,,0,TOX9250,C=CC1CC2C=CC1C2,C=CC1CC2C=CC1C2,C1=CC2CCC1C2,train,C=CC1CC2C=CC1C2,4.812176243,-25.33206051
0,0,,0,0,,0,,0,0,1,,TOX6207,Oc1ccc(Cl)c(Cl)c1Cl,Oc1ccc(Cl)c(Cl)c1Cl,c1ccccc1,train,Oc1ccc(Cl)c(Cl)c1Cl,3.604802672,-32.08504454
0,0,,,0,0,0,0,0,0,0,0,TOX6204,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,c1ccccc1,train,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,2.200346848,-38.44023186
0,0,0,,0,0,0,,0,0,0,,TOX6205,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,c1ccccc1,train,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,1.97304456,-38.44607236
0,0,1,0,,0,,1,0,0,1,,TOX6208,Oc1cc(Cl)cc(Cl)c1Cl,Oc1cc(Cl)cc(Cl)c1Cl,c1ccccc1,train,Oc1cc(Cl)cc(Cl)c1Cl,3.726773843,-32.09092017
0,0,0,0,0,0,0,1,0,0,1,0,TOX6209,Oc1c(Cl)ccc(Cl)c1Cl,Oc1c(Cl)ccc(Cl)c1Cl,c1ccccc1,train,Oc1c(Cl)ccc(Cl)c1Cl,3.635685588,-32.08763485
0,0,0,0,0,0,0,0,0,0,0,0,TOX5012,C=C(Cl)CCl,C=C(Cl)CCl,,valid,C=C(Cl)CCl,4.328592222,-17.52863361
0,,0,,0,0,1,0,0,0,,0,TOX5013,Clc1nc2ccccc2nc1Cl,Clc1nc2ccccc2nc1Cl,c1ccc2nccnc2c1,train,Clc1nc2ccccc2nc1Cl,1.599028438,-34.10413891
0,0,0,0,0,0,0,0,0,0,0,0,TOX5010,OC(CCl)CCl,OC(CCl)CCl,,valid,OC(CCl)CCl,6.511329083,-22.63562758
0,0,0,0,0,0,0,,0,0,0,0,TOX2043,O=C(O)c1cccc(C(=O)O)n1,O=C(O)c1cccc(C(=O)O)n1,c1ccncc1,train,O=C(O)c1cccc(C(=O)O)n1,2.134037959,-36.69284044
0,0,0,,1,1,0,0,0,0,1,0,TOX5017,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,c1ccc(COOCc2ccccc2)cc1,train,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,3.944248127,-57.79304565
0,0,0,0,0,0,0,0,0,0,0,0,TOX5014,ClC(Cl)c1ccccc1,ClC(Cl)c1ccccc1,c1ccccc1,train,ClC(Cl)c1ccccc1,4.410718673,-27.13155332
0,0,0,0,0,0,0,,0,,0,0,TOX2047,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,C1=CC2=CCC3CCCCC3C2CC1,train,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,2.774978139,-66.2746344
0,0,1,,1,,0,1,1,0,,0,TOX2048,O=c1cc(-c2ccccc2)oc2ccccc12,O=c1cc(-c2ccccc2)oc2ccccc12,O=c1cc(-c2ccccc2)oc2ccccc12,train,O=c1cc(-c2ccccc2)oc2ccccc12,2.061524622,-45.31849951
0,0,0,0,0,0,0,0,0,0,0,0,TOX2049,Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,c1ccccc1,train,Cc1cc(C)c(O)c(C)c1,4.060891356,-29.45079984
0,0,0,0,0,0,0,0,0,0,0,0,TOX5018,C1CCC(NC2CCCCC2)CC1,C1CCC(NC2CCCCC2)CC1,C1CCC(NC2CCCCC2)CC1,train,C1CCC(NC2CCCCC2)CC1,9.403321085,-40.37525535
0,0,0,0,0,0,0,0,0,0,1,0,TOX24508,Cl[Ba]Cl,[Cl][Ba][Cl],,valid,[Cl][Ba][Cl],1.589433229,-9.658532784
0,,0,0,0,0,0,1,0,0,0,0,TOX24509,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,c1ccncc1,train,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,2.392466083,-42.59980015
